rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address
166,University of Virginia (Main campus),25953,8.9,11,54,61.1,51.1,40.1,88.9,79.9,60.8,"400 Ray C. Hunt Drive, P.O. Box 400229, Charlottesville, Virginia, 22904-4229, United States",,,,,
167,University of Cape Town,21961,13.6,13,54,60.9,38.7,47.0,88.3,78.2,82.9,"Private Bag X3, Rondebosch, Cape Town, 7701, South Africa",,,,,
=168,Université Catholique de Louvain,25409,37.3,20,54,60.8,39.5,49.4,83.1,92.0,83.1,"1 Place de l'Universite, Louvain-la-Neuve, Wallonia, B-1348, Belgium",,,,,
=168,Eindhoven University of Technology,10611,21.4,27,,60.8,47.4,51.5,71.3,100.0,87.3,"Postbus 513, Eindhoven, 5600, Netherlands",,,,,
=168,Harbin Institute of Technology,30933,10.6,6,,60.8,58.8,55.1,70.9,91.2,33.9,"92 West Dazhi Street, Nangang District, Harbin, Heilongjiang, 150001, China",,,,,
=168,University of Liverpool,25955,14.2,32,54,60.8,38.4,40.2,93.4,64.9,96.4,"Foundation Building, Brownlow Hill, London, Liverpool, L69 7ZX, United Kingdom",,,,,
=168,Newcastle University,25650,14.8,26,53,60.8,37.2,41.1,93.8,72.1,91.3,"Armstrong Building, Newcastle upon Tyne, Tyne and Wear, NE1 7RU, United Kingdom",,,,,
=168,Scuola Normale Superiore di Pisa,614,7.4,11,29,60.8,60.1,42.6,82.9,34.9,59.3,"Piazza dei Cavalieri, 7, Pisa, 56126, Italy",,,,,
174,Durham University,19575,14.0,32,54,60.6,43.5,44.5,83.5,65.6,95.8,"Stockton Road, The Palatine Center, Durham, DH1 3LE, United Kingdom",,,,,
=175,Osaka University,22274,10.4,10,32,60.4,62.5,65.7,50.5,100.0,51.0,"1-1 Yamadaoka, Suita, Osaka, 565-0871, Japan",,,,,
=175,University of Würzburg,23637,38.3,12,59,60.4,40.3,43.4,90.8,99.6,63.2,"Sanderring 2, Würzburg, 97070, Germany",,,,,
=177,Beijing Normal University,26439,14.4,9,,60.2,57.7,45.8,77.5,67.6,52.3,"No. 19 Xinjiekouwai Street, Haidian District, Beijing, 100875, China",,,,,
=177,University of Exeter,27190,16.6,28,53,60.2,33.5,42.5,95.7,52.2,95.5,"Stocker Road, Exeter, Devon, EX4 4PY, United Kingdom",,,,,
=177,University of Ottawa,38366,27.2,26,59,60.2,39.6,46.5,84.4,80.2,86.9,,,,,,
180,Macquarie University,30371,51.7,22,,60.1,36.7,44.2,87.4,90.9,88.6,,,,,,
181,Sapienza University of Rome,60522,22.2,9,61,60.0,53.5,48.1,77.9,85.4,46.5,"Piazzale Aldo Moro 5, Rome, 00185, Italy",,,,,
182,Arizona State University (Tempe),48870,19.7,14,46,59.9,40.9,46.2,87.5,71.5,71.7,"Tempe, Arizona, 85287, United States",,,,,
183,University of Geneva,18865,8.4,40,62,59.8,41.8,38.0,86.7,80.7,97.1,"24 rue du General-Dufour, Geneve, Canton of Geneva, CH - 1211, Switzerland",,,,,
184,University of Twente,9964,13.9,38,37,59.7,43.4,46.0,75.1,99.6,93.3,"PO Box 217, Enschede, Overijssel Province, 7500 AE, Netherlands",,,,,
=185,Stockholm University,29774,20.3,13,,59.6,32.1,49.6,91.0,59.2,81.2,"Universitetsvagen 10 A, Stockholm, 106 91, Sweden",,,,,
=185,Tongji University,31632,11.3,15,41,59.6,50.0,53.6,69.5,85.4,67.7,"1239 Siping Road, Shanghai, China",,,,,
=187,Georgetown University,17508,10.1,18,55,59.5,52.6,37.0,85.1,92.2,53.2,"37th and O Streets, North West, District of Columbia, 20057, United States",,,,,
=187,University of Mannheim,7475,57.1,14,52,59.5,36.5,45.4,90.2,93.6,63.7,"Schloss, Mannheim, Baden Wurttemberg, 68131, Germany",,,,,
189,Chalmers University of Technology,10103,15.4,17,32,59.4,42.7,46.6,79.4,97.1,74.1,"Maskingrand 2, Goteborg, Vastra Gotaland, 412 58, Sweden",,,,,
190,Cardiff University,28815,15.0,27,58,59.3,35.5,39.6,91.9,70.4,92.5,"Park Place, Main Building, Cardiff, Wales, CF10 3AT, United Kingdom",,,,,
=191,Tokyo Institute of Technology,9928,9.6,17,16,59.2,59.5,63.3,49.4,100.0,60.1,"2-12-1 Ookayama, Meguro-ku, Tokyo, 152-8550, Japan",,,,,
=191,Tufts University,11611,10.5,16,57,59.2,51.5,35.0,87.5,71.7,62.8,"419 Boston Avenue, Dowling Hall Garage, Medford, Massachusetts, 02155-5555, United States",,,,,
=193,University of Erlangen-Nuremberg,29467,41.9,13,51,59.0,42.6,48.1,79.7,100.0,61.0,"Schlossplatz 4, Erlangen, 91054, Germany",,,,,
=193,University of Macau,10908,18.6,41,54,59.0,38.4,38.1,90.3,61.9,93.7,"Avenida da Universidade, Taipa, Macao, Macao",,,,,
=193,University of Münster,27529,25.1,5,,59.0,43.8,47.3,83.7,81.5,53.5,"Schlossplatz 2, Munster, North Rhine-Westphalia, 48149, Germany",,,,,
=193,University of St Andrews,10325,12.4,46,58,59.0,46.0,42.6,77.7,63.6,95.8,"College Gate, St. Andrews, Fife, KY16 9AJ, United Kingdom",,,,,
=193,Ulm University,10301,26.4,13,51,59.0,40.6,41.2,87.9,99.6,63.0,"Helmholtzstraße 16, Ulm, 89081, Germany",,,,,
198,Indiana University,66389,12.3,12,54,58.9,47.3,38.4,84.9,85.8,64.7,"IU Bloomington, 107 S. Indiana Ave, Bloomington, Indiana, 47405-7000, United States",,,,,
=199,University of Notre Dame,12576,10.9,12,47,58.7,51.9,42.6,76.1,72.9,69.9,"University of Notre Dame, Holy Cross Drive, Notre Dame, Indiana, 46556, United States",,,,,
=199,Queensland University of Technology,35164,37.9,14,54,58.7,33.9,42.1,89.5,85.9,82.2,,,,,,
=199,Ulsan National Institute of Science and Technology (UNIST),3799,11.8,9,28,58.7,47.7,40.8,85.0,94.6,46.5,"50, UNIST-gil, Ulju-gun, Ulsan, 44919, South Korea",,,,,
201,Aalborg University,17275,14.9,12,,58.6,33.7,45.0,83.0,80.6,72.4,"Fredrik Bajers Vej 7K, Aalborg East, Jutland Region, 9220, Denmark",,,,,
201,Aalto University,14427,20.4,23,39,58.6,42.0,43.1,79.7,87.2,81.8,"PO Box 11000, Espoo, Uusimaa, 00076, Finland",,,,,
201,University of Aberdeen,12755,15.3,40,58,58.6,36.4,35.8,81.8,78.9,97.5,"King's College, Aberdeen, Aberdeenshire, AB24 3FX, United Kingdom",,,,,
201,Autonomous University of Barcelona,32901,13.2,13,60,58.6,45.1,41.4,84.8,67.6,68.8,"Placa Civica, Campus de la UAB, Barcelona, 08193, Spain",,,,,
201,University of Calgary,34012,18.8,24,54,58.6,36.5,41.4,81.7,88.8,85.2,,,,,,
201,"University of California, Santa Cruz",19154,24.2,12,47,58.6,34.9,39.8,93.3,73.2,77.9,"1156 High Street, Santa Cruz, California, 95064, United States",,,,,
201,Curtin University,29283,20.8,29,53,58.6,30.2,36.5,87.5,78.8,94.7,,,,,,
201,Friedrich Schiller University Jena,16048,18.9,14,,58.6,43.2,42.0,81.8,79.8,69.3,"Furstengraben 1, Jena, Thuringia, 07743, Germany",,,,,
201,George Washington University,22211,13.0,14,62,58.6,48.2,35.7,86.0,67.3,66.1,"1918 F Street, NW, Washington, District of Columbia, 20052, United States",,,,,
201,Goethe University Frankfurt,28572,14.5,14,59,58.6,40.2,38.2,82.4,74.6,70.8,"Theodor-W.-Adorno-Platz 1, Frankfurt, Hesse, 60323, Germany",,,,,
201,University of Gothenburg,21698,11.9,13,,58.6,34.0,43.4,90.2,75.4,65.7,"PO Box 100, SE-405 30, Gothenburg, Sweden",,,,,
201,University of Hawai’i at Mānoa,14936,11.3,10,57,58.6,42.0,42.5,75.8,68.3,77.3,"2500 Campus Road, Honolulu, Hawaii, HI 96822, United States",,,,,
201,University of Illinois Chicago,28868,11.4,18,54,58.6,50.3,33.9,80.0,76.7,61.0,"1200 W Harrison St, Chicago, Illinois, 60607, United States",,,,,
201,Indian Institute of Science,4495,9.6,1,27,58.6,62.9,57.8,53.9,96.0,31.1,"Bangalore, Bangalore, Karnataka, 560012, India",,,,,
201,University of Iowa,28583,10.9,6,55,58.6,46.1,37.0,79.9,88.6,55.8,"Jessup Hall, Iowa City, Iowa, 52245, United States",,,,,
201,King Fahd University of Petroleum and Minerals,6801,8.5,15,8,58.6,37.6,38.7,86.3,90.9,84.8,"Academic Belt Road, Dhahran, Eastern Province, 31261, Saudi Arabia",,,,,
201,Korea University,22324,16.3,31,,58.6,48.6,46.6,72.0,99.7,62.5,"145 Anam-ro, Seongbuk-gu, Seoul, 02841, South Korea",,,,,
201,University of Leicester,14000,13.9,31,54,58.6,33.4,34.2,95.5,67.9,95.1,"University Road, Leicester, Leicestershire, LE1 7RH, United Kingdom",,,,,
201,Université Libre de Bruxelles,30287,51.7,30,58,58.6,35.8,45.0,83.5,76.4,89.6,"Avenue Franklin Roosevelt 50, Brussels, 1050, Belgium",,,,,
201,University of Luxembourg,5599,21.3,49,53,58.6,39.6,39.4,78.1,63.0,93.2,"2, avenue de l'Universite, Esch-sur-Alzette, Canton of Esch-sur-Alzette, L-4365, Luxembourg",,,,,
201,Medical University of Graz,4027,15.5,29,54,58.6,32.0,33.5,91.6,94.9,81.9,"Neue Stiftingtalstrasse 6, Graz, Styria Province, 8010, Austria",,,,,
201,Medical University of Vienna,7271,8.4,30,54,58.6,40.0,28.7,93.5,94.1,81.7,"Spitalgasse 23, Vienna, 1090, Austria",,,,,
201,University of Miami,17060,10.4,14,54,58.6,48.5,34.7,83.2,80.4,67.5,"Coral Gables, Florida, 33124, United States",,,,,
201,,6111,11.6,21,,58.6,63.5,48.8,55.1,68.6,72.7,,,,,,
201,Nagoya University,15224,13.0,12,30,58.6,55.3,55.7,54.3,99.5,41.9,"Furo-cho, Chikusa-ku, Nagoya, Aichi, 464-8601, Japan",,,,,
201,University of Newcastle,24608,31.3,16,57,58.6,33.8,38.8,85.5,76.5,83.4,,,,,,
201,"Northeastern University, US",22269,14.1,32,49,58.6,40.2,33.6,93.3,68.9,83.3,"360 Huntington Ave, Boston, Massachusetts, 02115, United States",,,,,
201,University of Padua,44401,26.5,7,56,58.6,46.1,38.5,84.1,77.1,53.1,"Via 8 Febbraio, 2, Padua, Veneto, 35122, Italy",,,,,
201,Politecnico di Milano,38978,25.7,19,35,58.6,42.9,49.7,71.9,95.3,65.3,"Piazza Leonardo da Vinci 32, Milano, 20133, Italy",,,,,
201,Pompeu Fabra University,12173,22.7,13,61,58.6,35.9,38.3,90.5,78.4,74.7,"Carrer de la Merce, 12, Edifici de la Merce, Barcelona, 08002, Spain",,,,,
201,University of Potsdam,14330,38.1,16,57,58.6,37.3,44.7,80.4,91.0,68.5,"Am Neuen Palais 10, Potsdam, Brandenburg, 14469, Germany",,,,,
201,Queen’s University Belfast,20895,17.2,41,57,58.6,34.0,38.0,88.7,65.0,98.4,"University Road, Belfast, Northern Ireland, BT7 1NN, United Kingdom",,,,,
201,University of Reading,15945,16.6,31,55,58.6,37.5,40.6,84.1,70.8,95.5,"Whiteknights House Whiteknights, PO Box 217, Reading, Wokingham, RG6 6AH, United Kingdom",,,,,
201,Rutgers University – New Brunswick,46256,11.2,17,53,58.6,46.4,37.2,78.4,80.1,63.7,"83 Somerset Street, New Brunswick, New Jersey, 08901-1281, United States",,,,,
201,Sant’Anna School of Advanced Studies – Pisa,718,7.4,20,37,58.6,50.4,39.0,80.1,90.3,60.8,"Piazza Martiri della Libertà,, Pisa, 56127, Italy",,,,,
201,University of São Paulo,83182,13.9,2,47,58.6,59.8,60.7,57.3,68.2,42.5,"Rua da Reitoria 374, térreo, Cidade Universitá, Butantã, Sao Paulo, 05508-220, Brazil",,,,,
201,Southern University of Science and Technology (SUSTech),6575,9.0,1,,58.6,32.9,40.8,92.8,60.3,69.3,"No 1088, Xueyuan Rd, Nanshan District, Shenzhen, Guangdong, 518055, China",,,,,
201,Sun Yat-sen University,61453,15.2,5,48,58.6,46.6,39.5,83.2,86.2,39.1,"No. 135, Xingang Xi Road, Guangzhou, Guangdong, 510275, China",,,,,
201,University of Sussex,17640,17.3,34,55,58.6,29.7,35.6,92.7,66.1,95.4,"Sussex House, Falmer, Brighton, East Sussex, BN1 9RH, United Kingdom",,,,,
201,Swinburne University of Technology,14324,28.5,24,42,58.6,31.7,34.0,91.3,75.4,85.6,,,,,,
201,Tel Aviv University,24995,24.2,5,57,58.6,40.7,49.7,83.0,76.2,52.9,"PO Box 39040, Tel Aviv, 6997801, Israel",,,,,
201,Tianjin University,26486,8.9,13,,58.6,46.1,47.6,71.4,93.5,55.3,"92 Weijin Road, Nankai District, Tianjin, 300072, China",,,,,
201,Tilburg University,13225,32.2,21,51,58.6,32.8,44.9,80.1,82.6,84.5,"Warandelaan 2, AB Tilburg, 5037, Netherlands",,,,,
201,University College Dublin,23405,20.7,25,,58.6,34.3,41.3,84.0,75.1,88.1,,,,,,
201,University of Utah,31502,13.3,8,50,58.6,43.5,38.5,87.0,83.5,40.9,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",,,,,
201,Vrije Universiteit Brussel,14931,35.1,23,58,58.6,37.8,42.6,80.9,92.4,78.5,"Pleinlaan 2, Elsene, Brussels, 1050, Belgium",,,,,
201,Western University,30176,33.0,24,56,58.6,40.2,42.9,75.2,99.6,87.5,,,,,,
201,University of Wollongong,16328,26.1,22,55,58.6,36.8,39.3,84.0,91.4,91.7,,,,,,
251,Abu Dhabi University,2506,10.9,60,51,55.8,40.8,30.0,85.8,25.5,97.8,"Zayed City, Abu Dhabi, Emirate of Abu Dhabi, United Arab Emirates",,,,,
251,University of Bath,15280,15.8,31,45,55.8,34.7,35.1,80.5,65.3,95.0,"Claverton Down, Bath, Somerset, BA2 7AY, United Kingdom",,,,,
251,Beijing Institute of Technology,34050,13.4,8,,55.8,45.1,44.0,74.7,82.1,36.8,"5 South Zhongguancun Street, Haidian District, Beijing, 100081, China",,,,,
251,University of Bergen,15751,13.0,11,61,55.8,36.7,33.9,84.2,69.4,76.3,"PO Box 7800, 5020 Bergen, Norway",,,,,
251,Boston College,13156,14.9,10,55,55.8,43.5,30.5,84.6,60.7,57.8,"140 Commonwealth Ave, Chestnut Hill, Massachusetts, 02467, United States",,,,,
251,Brandeis University,4791,11.6,33,59,55.8,36.7,28.3,84.6,64.2,81.4,"415 South St., Waltham, Massachusetts, 02453, United States",,,,,
251,"University of California, Riverside",25670,19.6,14,53,55.8,35.9,35.4,85.7,70.6,77.0,"900 University Avenue, 116, Riverside, Riverside, California, 92521, United States",,,,,
251,Deakin University,40988,32.7,18,60,55.8,28.3,34.6,91.4,72.2,85.7,,,,,,
251,University of East Anglia,16475,14.3,21,57,55.8,31.1,32.0,90.9,51.6,88.7,"Norwich Research Park, Norwich, Norfolk, NR4 7TJ, United Kingdom",,,,,
251,École Normale Supérieure de Lyon,2024,7.9,11,43,55.8,58.5,46.8,53.9,78.5,68.0,"15 parvis René Descartes, BP 7000 69342, Lyon Cedex 07, France",,,,,
251,Florida State University,39831,24.6,6,58,55.8,38.2,38.6,79.4,68.2,58.8,"600 West College Avenue, Tallahassee, Florida, 32306, United States",,,,,
251,Griffith University,34770,31.6,15,60,55.8,30.5,37.8,82.7,74.6,81.8,,,,,,
251,Heinrich Heine University Düsseldorf,28121,30.1,13,58,55.8,36.7,34.5,82.3,82.2,66.8,"Universitätsstr. 1, Düsseldorf, 40225, Germany",,,,,
251,University of Hohenheim,8369,37.7,14,57,55.8,35.0,35.5,85.7,80.5,61.7,"Schloss Hohenheim 1, Stuttgart, Baden-Wurttemberg, 70599, Germany",,,,,
251,Humanitas University,1988,17.9,18,59,55.8,32.3,27.9,98.0,62.8,67.1,"Via Rita Levi Montalicini 4, Pieve Emanuele, Milano, 20090, Italy",,,,,
251,Johannes Gutenberg University of Mainz,30755,24.1,11,59,55.8,39.5,32.6,82.3,89.0,66.0,"Saarstr. 21, Mainz, Rhineland-Palatinate, 55122, Germany",,,,,
251,Khalifa University,3289,9.3,41,58,55.8,31.7,35.9,78.4,95.6,97.4,"PO.Box 127788, Abu Dhabi, United Arab Emirates",,,,,
251,King Abdulaziz University,60540,13.9,3,50,55.8,37.8,28.6,90.7,46.1,75.4,"PO Box 80200, Jeddah, Makkah Province, 21589, Saudi Arabia",,,,,
251,University of Konstanz,7594,34.5,11,58,55.8,39.8,44.4,71.5,97.4,76.4,"Universitätsstraße 10, Konstanz, 78464, Germany",,,,,
251,Kyung Hee University,20427,17.6,30,56,55.8,40.3,40.0,71.0,95.9,71.5,"26, Kyungheedae-ro, Dongdaemun-gu, Seoul, 02447, South Korea",,,,,
251,Lappeenranta-Lahti University of Technology LUT,5028,31.6,14,34,55.8,33.4,36.7,91.7,65.1,64.2,"Yliopistonkatu 34, Lappeenranta, South Karelia, 53850, Finland",,,,,
251,La Trobe University,19172,28.2,29,63,55.8,28.9,35.4,88.1,73.8,88.2,,,,,,
251,Université Laval,30362,17.9,16,58,55.8,40.7,38.7,73.7,94.2,76.2,,,,,,
251,Linköping University,15233,14.9,15,54,55.8,28.3,41.3,86.4,92.8,70.7,"Linkoping, Linkoping, SE-581 83, Sweden",,,,,
251,Loughborough University,16110,13.9,25,40,55.8,36.5,34.4,77.4,70.2,91.5,"Epinal Way, Loughborough, Leicestershire, LE11 3TU, United Kingdom",,,,,
251,Macau University of Science and Technology,14091,41.8,92,57,55.8,33.1,34.2,78.9,65.0,94.7,"Avenida Wai Long, Taipa, Macao, Macao",,,,,
251,University of Malaya,19346,10.2,22,55,55.8,43.4,35.4,72.6,52.5,84.7,"50603, Kuala Lumpur, Malaysia",,,,,
251,Medical University of Innsbruck,3337,12.9,44,55,55.8,33.2,29.3,89.6,98.6,88.3,"Fritz Pregl Street 3 Christoph Probst Square 1, Innrain 52 A, Innsbruck, Tyrol, 6020, Austria",,,,,
251,Nankai University,31416,11.7,7,,55.8,48.8,31.4,85.3,66.5,49.3,"94 Weijin Rd, Nankai, Tianjin, China",,,,,
251,North Carolina State University,31391,15.9,11,49,55.8,46.0,41.4,73.3,79.1,61.8,"Raleigh, North Carolina, 27695, United States",,,,,
251,University of Oulu,10719,20.8,8,55,55.8,33.1,38.2,84.1,66.0,59.5,"Pentti Kaiteran katu 1, Oulu, Ostrobothnia Region, 90570, Finland",,,,,
251,Qatar University,10081,8.4,36,77,55.8,31.3,35.6,83.4,61.8,96.0,"PO Box 2713, Ad-Dawhah, Doha, 2713, Qatar",,,,,
251,Queen’s University,27034,25.9,16,58,55.8,37.5,38.0,72.3,94.0,76.0,,,,,,
251,RCSI University of Medicine and Health Sciences,2703,23.9,67,,55.8,32.3,36.6,81.7,76.9,91.6,,,,,,
251,RMIT University,32574,24.0,34,48,55.8,35.5,36.2,83.2,73.2,92.8,,,,,,
251,Ruhr University Bochum,37709,46.7,16,50,55.8,39.8,46.7,72.2,85.9,60.0,"Universitatsstrasse 150, Bochum, North Rhine Westphalia, 44801, Germany",,,,,
251,Sejong University,11678,18.9,15,51,55.8,31.4,34.5,94.0,73.8,68.6,"209 Neungdong-ro, Gwangjin-gu, Seoul, South Korea",,,,,
251,Semmelweis University,9966,12.8,37,69,55.8,45.2,27.8,76.9,66.4,79.9,"Ulloi ut 26, Budapest, H - 1085, Hungary",,,,,
251,Simon Fraser University,27269,26.8,31,54,55.8,28.7,36.7,84.2,83.1,92.9,,,,,,
251,South China University of Technology,40449,12.6,6,38,55.8,36.6,38.2,83.2,92.8,44.0,"Wushan Road, Tianhe District, Guangzhou, Guangdong, 510641, China",,,,,
251,University of Southern Denmark,18279,9.9,13,52,55.8,29.8,33.5,89.1,91.5,76.9,"Campusvej 55, Odense M, Funen, DK-5230, Denmark",,,,,
251,University of South Florida,40379,19.0,13,,55.8,31.7,36.4,87.6,99.9,66.7,"4202 E. Fowler Avenue, Tampa, Florida, 33620, United States",,,,,
251,Stony Brook University,25825,10.5,19,54,55.8,43.6,29.7,81.4,66.5,78.8,"100 Nicolls Road, Stony Brook, New York, 11794, United States",,,,,
251,University of Stuttgart,15152,25.3,20,34,55.8,44.8,49.5,63.1,99.6,58.9,"Keplerstrasse 7, Stuttgart, Baden Wurttemberg, 70174, Germany",,,,,
251,University of Surrey,14630,16.3,33,54,55.8,31.3,34.5,88.0,73.0,96.8,"Stag Hill, Guildford, Surrey, GU2 7XH, United Kingdom",,,,,
251,Università della Svizzera italiana,3714,14.0,67,46,55.8,34.8,26.4,84.0,88.3,98.5,"Via Giuseppe Buffi 13, 6900 Lugano, Switzerland",,,,,
251,Swansea University,18505,16.8,21,47,55.8,27.6,30.2,89.7,62.8,89.5,"Singleton Park, Swansea, SA2 8PP, United Kingdom",,,,,
251,University of Tasmania,16894,22.5,31,60,55.8,31.6,38.4,82.0,70.5,90.9,,,,,,
251,Technical University of Darmstadt,15882,37.0,19,33,55.8,42.4,48.1,62.6,99.8,65.4,"Karolinenplatz 5, Darmstadt, Hesse, 64289, Germany",,,,,
251,TU Wien,11373,19.0,31,32,55.8,43.8,44.1,57.6,96.2,86.7,"Karlsplatz 13, 1040 Vienna, Austria",,,,,
251,Virginia Polytechnic Institute and State University,37225,18.6,13,44,55.8,42.5,39.4,78.8,76.7,65.4,"925 Prices Fork Road, Blacksburg, Virginia, 24061, United States",,,,,
251,Vita-Salute San Raffaele University,4087,13.9,5,62,55.8,34.6,26.9,98.3,66.8,49.8,"Via Olgettina 58, Milano, 20123, Italy",,,,,
251,Xi’an Jiaotong University,45764,14.7,7,35,55.8,46.9,48.0,70.0,98.3,37.8,"No.28 Xianning West Road, Xi'an, Shaanxi, 710049, China",,,,,
301,Beihang University,32854,12.3,4,,53.0,42.9,43.5,68.6,94.7,34.5,"XueYuan Road No.37, HaiDian District, Beijing, China",,,,,
301,"Birkbeck, University of London",7610,12.5,41,57,53.0,34.7,29.7,78.0,63.5,92.4,"Malet Street, Bloomsbury, Camden, WC1E 7HX, United Kingdom",,,,,
301,University of Bremen,12263,19.5,13,53,53.0,39.8,39.0,68.8,67.2,65.0,"Bibliothekstraße 1, Bremen, Lower Saxony, 28359, Germany",,,,,
301,University at Buffalo,27086,17.2,12,46,53.0,39.9,34.1,76.1,74.8,71.4,"12 Capen Hall, Buffalo, New York, 14260-1660, United States",,,,,
301,Università Cattolica del Sacro Cuore,28830,39.1,7,71,53.0,35.2,30.0,89.4,74.5,52.3,"Largo A. Gemelli, 1, Milano, 20123, Italy",,,,,
301,"China Medical University, Taiwan",7110,14.7,7,57,53.0,27.3,32.8,92.4,89.9,49.7,"No 100, Section 1, Jingmao Road, Beitun District, Taichung, 406040, Taiwan",,,,,
301,Copenhagen Business School,16785,27.5,23,48,53.0,21.1,32.3,92.1,43.8,91.5,"Solbjerg Plads 3, Frederiksberg, Hovedstaden Region, 2000, Denmark",,,,,
301,Dalhousie University,17314,14.7,27,54,53.0,30.8,31.6,78.9,71.7,89.1,,,,,,
301,Drexel University,16910,11.0,15,51,53.0,44.1,26.0,79.6,75.6,62.2,"3141 Chestnut Street, Philadelphia, Pennsylvania, 19104, United States",,,,,
301,University of Dundee,14145,18.1,25,65,53.0,26.7,32.1,84.9,83.0,91.1,"Nethergate, Angus, Dundee, DD1 4HN, United Kingdom",,,,,
301,East China Normal University,28787,14.1,8,64,53.0,42.7,35.1,76.3,66.3,56.4,"3663 Zhongshan North Road, Shanghai 200062, Shanghai, 200062, China",,,,,
301,University of Essex,15540,16.0,41,54,53.0,30.0,31.8,81.0,57.7,97.4,"Wivenhoe Park, Colchester, Essex, CO4 3SQ, United Kingdom",,,,,
301,Flinders University,17422,29.4,33,66,53.0,29.2,35.4,78.4,71.0,88.9,,,,,,
301,University of Galway,15734,26.1,16,59,53.0,32.9,33.8,76.7,83.0,77.6,,,,,,
301,Université Grenoble Alpes,51244,18.4,17,53,53.0,42.2,37.9,66.9,69.1,71.6,"621 avenue Centrale, Saint-Martin-d'Heres, 38400, France",,,,,
301,Hanyang University,19344,13.2,21,,53.0,45.4,40.4,62.0,99.4,66.5,"222, Wangsimni-ro, Seongdong-gu, Seoul, 04763, South Korea",,,,,
301,Hebrew University of Jerusalem,19267,8.9,5,58,53.0,46.4,36.3,68.9,71.0,46.8,"Jerusalem, Jerusalem, 9190501, Israel",,,,,
301,Hong Kong Baptist University,7460,10.2,55,65,53.0,34.0,28.9,77.2,69.6,97.8,"Kowloon Tong, Kowloon, Hong Kong",,,,,
301,University of Innsbruck,15315,23.7,48,55,53.0,34.4,33.1,70.3,79.6,94.7,"Innrain 52, Innsbruck, Tyrol, A-6020, Austria",,,,,
301,University of Kiel,29463,23.9,8,54,53.0,33.3,33.3,81.6,63.0,62.9,"Christian Albrechts Platz 4, Kiel, Schleswig Holstein, 24118, Germany",,,,,
301,Kyushu University,18220,7.7,13,28,53.0,55.0,47.5,51.2,98.4,48.8,"744 Motooka Nishi-ku, Fukuoka, 819-0395, Japan",,,,,
301,University of Liège,23545,29.2,20,58,53.0,33.5,38.7,72.7,95.5,73.6,"Place du 20-Aout 7, Liege, Wallonia Region, 4000, Belgium",,,,,
301,Montpellier University,40734,20.5,15,55,53.0,38.3,35.6,74.7,68.1,68.5,"163 Rue Auguste Broussonnet, Montpellier, Occitanie, 34090, France",,,,,
301,University of Navarra,11969,14.3,26,54,53.0,35.6,30.4,82.3,79.1,74.4,"Pamplona, Navarra, 31009, Spain",,,,,
301,Northwestern Polytechnical University,36797,14.5,4,25,53.0,37.4,40.6,74.7,86.7,48.4,"127 West Youyi Road, Xi'an, Shaanxi, 710072, China",,,,,
301,Norwegian University of Science and Technology,37865,15.0,9,49,53.0,36.0,38.4,74.7,67.8,66.2,"Trondheim, Trondelag, NO-7491, Norway",,,,,
301,Oregon Health and Science University,2984,0.9,3,68,53.0,39.1,21.3,91.7,86.8,34.6,"3181 S.W. Sam Jackson Park Rd, Portland, Oregon, 97239-3098, United States",,,,,
301,University of Otago,19350,20.6,16,61,53.0,35.6,35.1,75.8,68.8,81.8,"362 Leith Street, North Dunedi, Dunedin, Otago, 9054, New Zealand",,,,,
301,University of Pavia,17701,31.5,9,54,53.0,37.6,32.3,82.7,80.4,50.4,"Corso Strada Nuova, 65, Pavia, Lombardy region, 27100, Italy",,,,,
